醫事機構代碼,診療科別
3501175992,01
3501176024,00
3501176051,06
3501176079,11
3501180420,01
3501180420,04
3501180966,09
3501181016,09
3501181258,01
3501181267,01
3501181267,04
3501181454,00
3501181534,09
3501181589,01
3501181589,05
3501181614,02
3501181767,00
3501181810,04
3501181918,09
3501181945,09
3501181981,02
3501181990,00
3501181990,03
3501183056,09
3501183083,05
3501183172,00
3501183538,01
3501183547,00
3501183592,09
3501183789,09
3501183850,01
3501183903,10
3501184222,11
3501184384,02
3501184393,04
3501184731,04
3501184731,05
3501184964,05
3501184973,13
3501185112,10
3501185194,10
3501185210,13
3501185247,11
3501185372,14
3501185407,03
3501185425,02
3501185461,00
3501185603,00
3501185658,00
3501185676,01
3501185676,22
3501185685,02
3501185694,14
3501185827,09
3501185907,10
3501185916,02
3501185934,14
3501185952,13
3501185961,01
3501185989,00
3501186011,01
3501186048,10
3501186100,00
3501186164,00
3501186182,14
3501186208,00
3501186280,02
3501186299,00
3501186306,01
3501186333,14
3501186459,01
3501186495,10
3501186502,13
3501186557,13
3501186575,11
3501186708,10
3501186717,00
3501186726,00
3501186744,14
3501186753,12
3501186762,03
3501186771,00
3501186851,00
3501186879,00
3501186888,00
3501186913,01
3501190051,00
3501190328,02
3501190328,04
3501190426,09
3501190542,00
3501190560,01
3501190560,05
3501191003,02
3501191003,04
3501191441,02
3501191441,04
3501191549,10
3501191852,01
3501191852,02
3501192126,00
3501192144,09
3501192162,09
3501192224,09
3501192251,01
3501192251,04
3501192368,00
3501192402,02
3501192402,04
3501192519,10
3501192528,01
3501192528,05
3501192537,01
3501192582,05
3501192608,04
3501192733,01
3501192779,05
3501192804,09
3501192813,00
3501194166,00
3501194237,09
3501194291,03
3501194291,06
3501194308,00
3501194424,04
3501194451,04
3501194497,09
3501194568,05
3501194595,02
3501194602,09
3501194648,09
3501194657,01
3501194657,03
3501194657,04
3501194657,06
3501194657,14
3501194728,00
3501194835,04
3501194924,10
3501195038,01
3501195136,02
3501195234,01
3501195270,02
3501195289,02
3501195332,00
3501195369,14
3501195449,10
3501195574,00
3501195592,10
3501195618,00
3501195627,11
3501195636,14
3501195663,10
3501195690,01
3501195690,14
3501195761,02
3501195823,02
3501195832,13
3501195869,09
3501195903,11
3501195976,10
3501196008,13
3501196053,02
3501196062,00
3501196071,09
3501196080,02
3501196106,02
3501196115,00
3501196142,00
3501196151,13
3501196160,06
3501196179,00
3501196188,00
3501200000,40
3501200249,01
3501200301,02
3501200301,04
3501200329,09
3501200338,02
3501200338,04
3501200490,05
3501200525,00
3501200525,09
3501200534,02
3501200534,04
3501200570,01
3501200614,01
3501200614,03
3501200623,01
3501200623,10
3501200703,01
3501200785,09
3501200794,04
3501200838,10
3501200856,00
3501200927,09
3501200927,15
3501200954,00
3501200963,04
3501200972,02
3501201004,04
3501201013,00
3501201031,14
3501201040,11
3501201086,10
3501201095,04
3501201120,14
3501201139,00
3501201157,10
3501201219,01
3501201228,00
3501201237,09
3501201264,00
3501202298,10
3501202323,09
3501202378,10
3501202458,04
3501202467,04
3501202485,14
3501202501,11
3501202510,00
3501202538,05
3501202592,04
3501202618,05
3501202636,04
3501202645,10
3501202654,09
3501202725,02
3501202743,04
3501202798,01
3501202823,01
3501202850,14
3501202869,06
3501202949,09
3501202949,10
3501202967,01
3501202985,14
3501203008,11
3501203071,00
3501203080,04
3501203106,01
3501203115,13
3501203124,00
3501203179,09
3501203222,02
3501203259,01
3501203259,09
3501203268,02
3501203302,10
3501203320,02
3501203357,09
3501203375,06
3501203393,13
3501203428,01
3501203428,02
3501203446,11
3501203455,01
3501203455,08
3501203455,11
3501203464,13
3501203473,02
3501203482,10
3501203482,15
3501203491,08
3501203553,14
3501203562,02
3501203562,14
3501203580,13
3501203599,10
3501203606,12
3501203615,10
3501203633,10
3501203651,09
3502010052,02
3502010052,04
3502010329,01
3502010329,02
3502010365,00
3502010427,01
3502010463,04
3502010507,09
3502011513,10
3502011568,00
3502011586,03
3502011586,06
3502020138,03
3502020138,05
3502020165,00
3502020183,00
3502020227,09
3502020245,11
3502020281,09
3502020316,01
3502020343,00
3502020414,09
3502020414,10
3502020423,02
3502020450,02
3502020503,02
3502020530,09
3502020549,02
3502021635,04
3502021653,05
3502021653,13
3502021662,09
3502021715,01
3502021733,00
3502021733,04
3502021902,09
3502021920,00
3502021948,11
3502022016,00
3502022016,14
3502022061,00
3502022114,04
3502022132,08
3502022150,01
3502022150,02
3502022169,00
3502022196,09
3502022203,02
3502022221,02
3502022230,04
3502022267,09
3502030036,02
3502030043,00
3502030054,09
3502030072,01
3502030170,00
3502030189,02
3502030189,04
3502030241,02
3502030241,04
3502030358,10
3502030385,01
3502030483,01
3502030483,02
3502030492,09
3502030518,01
3502030527,00
3502030554,09
3502030616,04
3502030634,00
3502030643,00
3502030652,01
3502030652,14
3502030723,04
3502030723,09
3502030732,05
3502030750,00
3502030821,00
3502030830,11
3502030849,00
3502030876,00
3502030938,10
3502030947,01
3502032110,09
3502032129,01
3502032129,02
3502032147,03
3502032147,06
3502032183,11
3502032192,00
3502032227,04
3502032281,11
3502032316,00
3502032325,04
3502032334,09
3502032343,04
3502032423,11
3502032432,09
3502032450,03
3502032469,09
3502032503,02
3502032530,10
3502032576,00
3502032585,04
3502032594,04
3502032656,01
3502032665,10
3502032781,09
3502032816,00
3502032861,02
3502032870,05
3502032889,01
3502032889,13
3502032914,05
3502032941,02
3502032987,01
3502033028,14
3502033037,11
3502033046,13
3502033055,10
3502033064,01
3502033082,04
3502033091,13
3502033135,06
3502033153,10
3502033162,10
3502033171,00
3502033260,00
3502033288,09
3502033297,02
3502033304,04
3502033313,02
3502033338,10
3502033340,06
3502033377,10
3502033420,01
3502033439,03
3502033439,06
3502033448,13
3502033475,00
3502033484,03
3502033484,06
3502033555,00
3502033573,00
3502033582,09
3502033582,11
3502033591,14
3502033617,10
3502033635,13
3502040023,02
3502040023,04
3502040078,02
3502040238,02
3502040238,04
3502040318,09
3502040354,04
3502040434,04
3502040443,09
3502040452,10
3502040489,00
3502040505,05
3502040569,03
3502040578,01
3502040596,04
3502040612,09
3502040621,10
3502040649,02
3502040667,00
3502040685,00
3502040701,06
3502040710,04
3502040738,02
3502040747,00
3502040774,02
3502040809,00
3502040818,02
3502041824,09
3502041833,05
3502041860,01
3502041860,04
3502041888,00
3502041904,02
3502041959,10
3502041968,05
3502041977,01
3502042018,05
3502042036,02
3502042116,09
3502042152,05
3502042170,14
3502042205,13
3502042214,11
3502042223,04
3502042248,04
3502042250,00
3502042269,01
3502042278,13
3502042296,02
3502042303,02
3502042312,09
3502050056,13
3502050083,03
3502050225,01
3502050225,03
3502050289,01
3502050289,03
3502050378,04
3502050449,02
3502050449,04
3502050592,09
3502050618,09
3502050636,10
3502050663,02
3502050663,04
3502050798,05
3502050869,02
3502050869,04
3502050921,09
3502050994,02
3502050994,04
3502051053,09
3502051099,09
3502051133,01
3502051133,03
3502051213,00
3502051277,09
3502051302,02
3502051311,00
3502051320,10
3502051348,04
3502051357,05
3502051366,09
3502051375,04
3502051419,00
3502051428,00
3502051482,12
3502051491,00
3502051508,11
3502051535,00
3502051544,01
3502051544,02
3502051599,04
3502051615,01
3502051615,06
3502051642,04
3502051688,14
3502051777,09
3502051795,00
3502051839,09
3502051848,01
3502051875,11
3502051900,04
3502051955,04
3502051973,00
3502052041,06
3502052087,08
3502052121,01
3502052121,09
3502052176,00
3502052201,10
3502052265,00
3502052274,01
3502052274,02
3502052292,04
3502052309,00
3502052336,09
3502052345,04
3502052345,09
3502052381,11
3502052470,10
3502052498,04
3502052523,04
3502052532,00
3502052541,01
3502052578,10
3502052676,00
3502052694,04
3502052710,09
3502052729,01
3502052738,02
3502052747,10
3502052756,04
3502052765,10
3502053780,00
3502053824,08
3502053888,00
3502053904,02
3502053940,01
3502053940,13
3502054036,03
3502054036,06
3502054054,09
3502054063,11
3502054161,01
3502054170,10
3502054189,11
3502054250,01
3502054296,02
3502054321,00
3502054394,05
3502054465,09
3502054474,05
3502054527,09
3502054536,02
3502054554,10
3502054563,02
3502054590,15
3502054616,01
3502054643,09
3502054652,02
3502054698,02
3502054723,10
3502054750,09
3502054778,01
3502054867,05
3502054894,09
3502054929,04
3502054929,09
3502054947,12
3502054992,13
3502055006,14
3502055024,02
3502055088,00
3502055104,00
3502055159,14
3502055202,03
3502055202,06
3502055211,01
3502055211,06
3502055275,02
3502055293,01
3502055319,03
3502055319,08
3502055337,15
3502055364,02
3502055389,01
3502055406,02
3502055426,02
3502055444,05
3502055453,02
3502055453,09
3502055462,06
3502055471,09
3502055499,04
3502060016,03
3502060150,01
3502060169,10
3502060356,10
3502060383,02
3502060383,04
3502060534,09
3502060632,02
3502060632,04
3502060749,09
3502060785,00
3502060794,01
3502060883,02
3502060883,03
3502061040,11
3502061059,09
3502061139,01
3502061139,04
3502061139,09
3502061255,10
3502061291,00
3502061362,03
3502061406,00
3502061415,06
3502061460,15
3502061504,10
3502061577,12
3502061595,14
3502062645,05
3502062663,15
3502062672,10
3502062725,05
3502062725,06
3502062734,13
3502062814,11
3502062850,10
3502062869,10
3502062878,10
3502062976,01
3502063062,02
3502063115,01
3502063115,02
3502063133,10
3502063151,09
3502063240,11
3502063259,01
3502063259,04
3502063295,12
3502063302,02
3502063339,13
3502063384,11
3502063508,13
3502063526,13
3502070138,02
3502070138,04
3502070227,02
3502070227,04
3502070389,11
3502070576,01
3502070594,09
3502070825,09
3502070834,01
3502070834,02
3502070987,10
3502072212,10
3502072258,01
3502072267,01
3502072347,00
3502072418,02
3502072436,00
3502072436,15
3502072472,14
3502072543,11
3502072552,00
3502072589,00
3502072623,00
3502072623,04
3502080011,02
3502080011,03
3502080018,00
3502080027,02
3502080027,04
3502080036,09
3502080107,01
3502080107,02
3502080214,05
3502080214,81
3502080223,02
3502080223,04
3502080232,10
3502080465,02
3502080465,04
3502080634,06
3502080661,02
3502080661,04
3502080670,02
3502080698,02
3502080732,01
3502080732,03
3502080787,01
3502080787,02
3502080787,03
3502080803,11
3502080821,00
3502080894,04
3502080929,01
3502080929,13
3502081079,09
3502081140,01
3502081159,10
3502081499,04
3502081515,00
3502081551,04
3502081613,09
3502081622,00
3502081631,01
3502081659,01
3502081659,09
3502081695,09
3502081702,04
3502081793,00
3502081846,00
3502081882,04
3502081891,03
3502081908,09
3502081917,09
3502081953,10
3502081971,00
3502081980,02
3502081999,00
3502082012,04
3502082058,10
3502082067,02
3502082209,02
3502082218,10
3502083322,13
3502083359,12
3502083359,13
3502083368,10
3502083377,05
3502083395,04
3502083420,11
3502083546,04
3502083546,13
3502083591,00
3502083617,00
3502083626,04
3502083680,00
3502083699,14
3502083715,00
3502083724,11
3502083788,10
3502083822,02
3502083877,02
3502083902,00
3502083911,00
3502083939,00
3502083966,00
3502084007,15
3502084025,00
3502084034,05
3502084061,04
3502084061,09
3502084114,03
3502084114,06
3502084150,00
3502084187,02
3502084196,13
3502084221,13
3502084230,09
3502084267,11
3502084294,00
3502084356,09
3502084374,02
3502084374,13
3502084409,10
3502084427,10
3502084472,02
3502084481,02
3502090041,02
3502090041,04
3502090096,00
3502090158,02
3502090158,04
3502090167,01
3502090167,03
3502090167,06
3502090309,01
3502090309,09
3502090489,00
3502090514,04
3502090569,01
3502090569,04
3502090621,00
3502090676,10
3502090685,01
3502090685,03
3502090694,09
3502090836,01
3502090836,03
3502090854,00
3502090872,10
3502090884,01
3502091039,04
3502091039,09
3502091119,00
3502091146,00
3502091173,10
3502091208,09
3502091235,02
3502091271,01
3502091315,00
3502091315,14
3502091324,00
3502097031,10
3502097040,14
3502097111,15
3502097166,01
3502097166,12
3502097175,01
3502097175,02
3502097237,00
3502097291,09
3502097362,00
3502097371,11
3502097415,04
3502097531,06
3502097586,06
3502097666,02
3502097675,00
3502097684,05
3502097755,01
3502097791,10
3502097826,14
3502097835,04
3502097997,00
3502098010,02
3502098038,11
3502098047,10
3502098074,12
3502098092,00
3502098109,04
3502098163,01
3502098163,09
3502098172,00
3502098181,11
3502098190,00
3502098207,14
3502098225,14
3502098243,14
3502098261,02
3502100079,01
3502100097,02
3502101101,00
3502110146,00
3502110253,05
3502110315,10
3502110324,00
3502110422,09
3502110440,00
3502110495,00
3502110495,03
3502110511,10
3502110548,01
3502110548,09
3502110566,00
3502110593,01
3502110593,02
3502110637,00
3502110673,01
3502110691,05
3502110762,09
3502111812,00
3502111901,11
3502111929,04
3502111956,04
3502111992,11
3502112006,14
3502112033,02
3502112060,00
3502112079,01
3502112104,09
3502112113,02
3502112131,03
3502112131,06
3502112140,02
3502112159,10
3502112202,02
3502112202,13
3503010038,04
3503010047,04
3503010154,09
3503010163,08
3503010172,00
3503010190,02
3503010216,14
3503010225,03
3503010225,06
3503010234,02
3503010243,02
3503010252,01
3503010252,02
3503010270,02
3503010289,02
3503010289,12
3503010298,04
3503010314,13
3503010332,02
3503010350,01
3503010369,03
3503010369,14
3503010396,10
3503010403,13
3503010412,06
3503010421,01
3503010421,14
3503010458,03
3503010467,03
3503010467,06
3503010485,01
3503010494,09
3503010529,01
3503010529,02
3503010538,02
3503010538,06
3503010547,02
3503020025,00
3503020034,01
3503020043,09
3503020070,00
3503020089,00
3503020098,00
3503020105,02
3503020141,02
3503020150,01
3503020169,00
3503020187,05
3503020196,00
3503020203,10
3503030012,00
3503030030,00
3503030067,03
3503030085,03
3503030110,01
3503030110,04
3503030129,00
3503030138,00
3503030147,04
3503030156,02
3503030209,00
3503040036,05
3503040045,02
3503040054,02
3503040063,03
3503040063,09
3503040090,02
3503040107,04
3503040116,04
3503040125,02
3503040143,06
3503040152,05
3503050014,11
3503050032,13
3503050041,02
3503050069,13
3503050078,02
3503050096,06
3503050103,04
3503050112,02
3503050130,00
3503050149,02
3503050167,06
3503050176,02
3503050185,02
3503050194,01
3503050194,03
3503050210,06
3503050210,14
3503050238,01
3503050247,04
3503050256,04
3503050265,02
3503060010,01
3503060010,04
3503060029,09
3503060038,00
3503060047,02
3503070016,12
3503070043,04
3503070052,00
3503070070,10
3503070089,02
3503070098,12
3503080012,00
3503080021,01
3503080030,02
3503080049,02
3503080058,04
3503080067,14
3503090018,00
3503090027,00
3503090063,05
3503090072,09
3503090081,10
3503090090,06
3503090107,02
3503090116,14
3503090125,00
3503090134,14
3503090143,13
3503090161,02
3503090170,14
3503090223,02
3503090232,01
3503090241,13
3503100019,00
3503100028,02
3503100037,03
3503100037,06
3503100064,09
3503100073,01
3503100091,01
3503100091,14
3503100117,14
3503100126,13
3503100135,13
3503100144,02
3503100144,03
3503100153,12
3503100162,03
3503100171,04
3503110015,01
3503130053,02
3503150019,04
3503150037,01
3503150037,06
3503150046,01
3503150055,01
3503150064,02
3503150073,14
3503150082,02
3503150108,02
3503150108,03
3503150108,14
3503150135,00
3503150144,01
3503150171,13
3503150215,02
3503150224,13
3503160015,10
3503160024,02
3503160033,09
3503160042,02
3503160051,04
3503160051,09
3503160060,01
3503170011,01
3503170020,02
3503170039,00
3503170048,09
3503170057,01
3503170084,01
3503170093,01
3503170093,12
3503170119,01
3503180017,01
3503180053,01
3503180062,06
3503180080,04
3503180099,01
3503180106,13
3503180115,02
3503190013,00
3503190031,02
3503190040,11
3503190059,04
3503190086,14
3503190095,01
3503190120,01
3503190120,04
3503190139,02
3503190157,04
3503190166,04
3503190193,02
3503190219,03
3503190228,05
3503190237,05
3503190246,14
3503190255,02
3503190264,01
3503190273,10
3503190291,09
3503190308,01
3503190326,13
3503190353,13
3503190362,00
3503190362,07
3503190371,03
3503190371,15
3503190415,04
3503190415,09
3503190433,02
3503190442,03
3503190451,00
3503190460,01
3503190479,13
3503190497,14
3503190513,04
3503200041,01
3503200087,14
3503200096,01
3503200103,09
3503200112,06
3503200121,14
3503200149,03
3503200167,01
3503200176,01
3503200185,13
3503200201,14
3503200210,02
3503200229,09
3503200247,11
3503200256,01
3503200274,02
3503200318,00
3503200327,04
3503200345,01
3503200381,00
3503200407,01
3503200425,05
3503200434,09
3503200443,14
3503200470,09
3503200489,13
3503200505,13
3503200514,12
3503200523,00
3503200532,02
3503200541,02
3503200550,01
3503200569,01
3503200569,05
3503200578,00
3503200587,04
3503200596,00
3503200603,02
3503200612,02
3503210047,00
3503210056,00
3503220016,02
3503220052,09
3503220070,10
3503220089,00
3503220123,03
3503220150,05
3503230067,02
3503230067,04
3503230067,12
3503230085,06
3503230094,08
3503230110,04
3503230138,01
3503230147,14
3503230156,01
3503230156,02
3503230156,13
3503230165,04
3503230165,09
3503230174,00
3503230183,13
3503230209,09
3503230218,12
3503230236,01
3503230263,00
3503230272,04
3503230307,00
3503230325,13
3503230343,09
3503240107,13
3503240125,15
3503240278,02
3503240312,05
3503240385,10
3503240447,01
3503240492,03
3503240545,00
3503240563,01
3503240572,12
3503240643,01
3503240661,04
3503240689,01
3503240689,02
3503240714,00
3503240769,02
3503240803,04
3503240849,02
3503240901,01
3503240956,02
3503240965,10
3503241006,01
3503241024,02
3503241195,01
3503241211,00
3503241248,03
3503241248,06
3503241319,02
3503241373,00
3503241417,06
3503241426,11
3503241444,02
3503241515,13
3503241524,03
3503241524,08
3503241604,11
3503241659,12
3503241668,02
3503241739,02
3503241757,00
3503241766,12
3503241775,00
3503241793,11
3503241819,02
3503241837,03
3503241846,13
3503250014,01
3503250041,01
3503250041,22
3503250050,04
3503250078,04
3503250103,02
3503250130,02
3503250130,05
3503250149,04
3503250167,09
3503250185,10
3503250238,00
3503250256,04
3503250265,01
3503250274,06
3503250309,14
3503250318,14
3503250327,13
3503250336,01
3503250345,09
3503250354,06
3503250363,10
3503250372,02
3503250381,02
3503250407,01
3503250416,13
3503250452,02
3503250452,04
3503250489,02
3503250541,02
3503250550,11
3503250569,00
3503250578,02
3503250587,03
3503250587,07
3503250596,06
3503250603,09
3503250612,03
3503250621,00
3503250649,03
3503250649,08
3503260056,01
3503260083,13
3503260118,01
3503260127,00
3503260154,10
3503260163,09
3503260181,02
3503260207,06
3503260216,03
3503260234,04
3503260332,09
3503260341,01
3503260378,00
3503260403,00
3503260449,12
3503260467,14
3503260476,14
3503260485,02
3503260538,12
3503260556,02
3503260592,04
3503260592,09
3503260609,10
3503260627,00
3503260645,03
3503260645,06
3503260654,02
3503260716,03
3503260716,08
3503260770,09
3503260789,00
3503260798,11
3503260805,02
3503260814,01
3503260869,14
3503260878,01
3503260878,14
3503260887,14
3503260896,04
3503260903,02
3503260921,14
3503260994,01
3503261008,14
3503261017,03
3503261044,04
3503261053,10
3503261062,10
3503270016,00
3503270034,01
3503270070,13
3503270089,13
3503270150,09
3503270187,03
3503270276,04
3503270294,01
3503270301,00
3503270409,09
3503270507,04
3503270758,00
3503270801,05
3503270883,04
3503271068,15
3503271086,13
3503271102,03
3503271102,07
3503271120,00
3503271148,02
3503271166,00
3503271200,14
3503271335,12
3503271335,14
3503271344,11
3503271353,02
3503271406,04
3503271415,01
3503271415,06
3503271433,03
3503271433,08
3503271442,10
3503271497,14
3503271540,02
3503271568,01
3503271577,13
3503271602,02
3503271611,11
3503271675,11
3503271700,02
3503271746,01
3503271746,03
3503271746,05
3503271764,06
3503271773,09
3503271817,15
3503271826,02
3503271862,04
3503271880,02
3503271924,03
3503271924,15
3503271960,01
3503272010,11
3503272074,03
3503272109,03
3503272109,06
3503272145,03
3503272154,00
3503272163,05
3503272172,03
3503272190,11
3503272216,06
3503272234,01
3503272350,09
3503272396,02
3503272449,09
3503272476,01
3503272538,08
3503272547,04
3503272556,11
3503272574,10
3503272592,04
3503272627,04
3503272627,05
3503272627,81
3503272636,04
3503272636,05
3503272636,81
3503272654,04
3503272654,09
3503272681,02
3503272725,03
3503272725,08
3503272743,12
3503272743,14
3503272752,13
3503272770,04
3503272805,09
3503272823,03
3503272832,00
3503272887,08
3503272896,03
3503272912,01
3503272912,16
3503272949,08
3503272985,00
3503273008,01
3503273017,02
3503280094,02
3503280156,03
3503280156,15
3503280183,11
3503280192,13
3503280209,02
3503280245,03
3503280272,05
3503280281,03
3503280281,08
3503280334,01
3503280370,02
3503280414,00
3503280450,14
3503280469,04
3503280469,05
3503280487,02
3503280503,01
3503280512,02
3503280530,05
3503280558,04
3503280567,00
3503280601,03
3503280610,03
3503280674,09
3503280709,00
3503280727,03
3503280736,08
3503280754,13
3503280834,02
3503280852,03
3503280852,04
3503280898,09
3503280905,15
3503280914,01
3503280914,04
3503280987,01
3503281000,02
3503281000,04
3503281055,14
3503281073,06
3503281082,09
3503281108,04
3503281153,00
3503281206,08
3503281279,09
3503281288,01
3503281359,14
3503281395,14
3503281402,00
3503281439,01
3503281457,15
3503281484,05
3503281500,04
3503281519,01
3503281519,05
3503281519,86
3503281582,04
3503281582,09
3503281591,09
3503281608,04
3503281626,02
3503281742,05
3503281797,02
3503281804,10
3503281813,05
3503281859,02
3503281859,08
3503281902,01
3503281948,03
3503281948,08
3503281957,02
3503281975,11
3503282007,13
3503282025,03
3503282052,14
3503282061,05
3503282089,07
3503282114,03
3503282123,11
3503282141,04
3503282178,14
3503282187,02
3503282230,04
3503282249,05
3503282258,14
3503282276,11
3503282285,02
3503282310,14
3503282338,00
3503282365,14
3503282409,02
3503282427,10
3503282445,03
3503282454,03
3503282516,13
3503282543,04
3503282589,03
3503282605,01
3503290045,01
3503290054,04
3503290081,01
3503290116,10
3503290134,04
3503290170,02
3503290198,13
3503290205,02
3503290223,02
3503290241,09
3503290250,02
3503290287,00
3503290303,10
3503290321,09
3503290330,09
3503290367,04
3503290410,05
3503290429,03
3503290429,08
3503290438,06
3503290474,01
3503290509,06
3503290527,09
3503290536,04
3503290545,06
3503290563,14
3503290581,03
3503290607,14
3503290625,14
3503290634,10
3503290661,03
3503290661,06
3503290670,01
3503290698,01
3503290705,04
3503290714,11
3503290732,01
3503290741,09
3503290769,14
3503290787,05
3503290796,01
3503290803,12
3503290812,13
3503290876,00
3503290894,09
3503290901,02
3503290929,00
3503290938,10
3503290956,13
3503290965,02
3503290992,14
3503291024,05
3503291033,02
3503291051,13
3503291113,13
3503291122,04
3503291131,14
3503291159,10
3503291168,14
3503291177,14
3503291202,04
3503291211,14
3503291239,01
3503291257,08
3503291293,14
3503291300,02
3503291319,02
3503291328,02
3503291355,14
3503291373,09
3503291382,00
3503291391,14
3503291408,02
3503291453,03
3503291471,09
3503291499,00
3503291506,12
3503291515,13
3503291524,01
3503291533,01
3503291542,01
3503291551,01
3503291579,13
3503291613,09
3503291622,08
3503291640,00
3505010018,02
3505010027,11
3505010036,01
3505010045,02
3505010045,03
3505010045,06
3505010072,14
3505010081,02
3505010090,00
3505010107,02
3505010116,03
3505010116,08
3505010125,02
3505010134,02
3505010152,00
3505010161,11
3505010189,13
3505020014,00
3505020023,00
3505020032,10
3505030038,02
3505030047,14
3505030056,10
3505030056,13
3505040025,10
3505040034,13
3505040052,09
3505040061,03
3505040061,08
3505040070,02
3505040089,02
3505040089,12
3505050012,01
3505050021,02
3505050085,02
3505050085,04
3505050110,00
3505050129,13
3505050138,05
3505050147,14
3505050174,14
3505050183,09
3505050192,02
3505050209,00
3505050218,00
3505050227,12
3505060027,00
3505060036,09
3505070014,01
3505070023,13
3505070032,01
3505070069,10
3505070087,02
3505070096,01
3505070121,02
3505070130,01
3505070149,10
3505070158,00
3505070167,06
3505070176,00
3505070194,02
3505070201,00
3505070210,00
3505070229,00
3505080118,00
3505100026,01
3505110013,02
3505110022,02
3505120037,01
3505120046,02
3505120055,00
3505140075,00
3505150017,00
3505150026,01
3505170028,00
3505170037,04
3505180024,00
3505190011,00
3505200012,09
3505200021,02
3505200030,01
3505200049,13
3505200058,03
3505200058,08
3505200076,02
3505210018,01
3505230010,00
3505230038,06
3505250021,00
3505270014,01
3505270023,04
3505270032,09
3505270069,03
3505270069,06
3505270087,01
3505270096,08
3505270103,10
3505270112,02
3505270121,13
3505270130,01
3505270130,06
3505270149,01
3505280010,11
3505280029,03
3505280047,13
3505280056,09
3505280065,09
3505280083,08
3505280092,02
3505280109,01
3505280118,01
3505280127,05
3505280136,06
3505280145,02
3505290061,01
3505290061,02
3505290089,01
3505310013,02
3505310022,13
3505310031,01
3505310040,02
3505310059,00
3505310068,02
3505310077,00
3505310095,03
3505310111,04
3505310120,09
3505310139,13
3505310157,13
3505310166,09
3505310175,03
3505310175,07
3505310184,14
3505310200,01
3505310200,02
3505310228,11
3505310237,05
3505310264,09
3505310273,02
3505310291,03
3505310317,03
3505310326,01
3505310335,02
3505310371,13
3505310380,00
3505310399,06
3505310399,12
3505310406,01
3505310433,01
3505310451,03
3505310451,08
3505310460,13
3505310479,03
3505310479,06
3505310488,10
3505310504,10
3505310513,01
3505310522,11
3505310531,00
3505310540,00
3505310568,02
3505310577,14
3505310595,01
3505310595,02
3505310611,02
3505310611,14
3505310620,02
3505310639,02
3505310666,04
3505310693,02
3505310700,01
3505310719,14
3505310728,06
3505310728,14
3505310737,13
3505310746,00
3505310755,00
3505310764,13
3505310773,01
3505310791,06
3505310808,14
3505310817,02
3505310826,02
3505320037,04
3505320046,13
3505320055,06
3505320055,14
3505320064,13
3505320117,05
3505320135,14
3505320153,01
3505320171,01
3505320171,12
3505320215,13
3505320224,02
3505320233,14
3505320304,11
3505320322,03
3505320331,09
3505320340,02
3505320368,02
3505320395,00
3505320439,02
3505320448,02
3505320528,02
3505320555,02
3505320564,03
3505320564,06
3505320582,10
3505320608,06
3505320653,82
3505320671,06
3505320671,12
3505320671,14
3505320680,06
3505320706,02
3505320715,10
3505320733,14
3505320788,01
3505320797,08
3505320804,02
3505320822,01
3505320840,08
3505320886,14
3505320902,13
3505320911,13
3505320920,03
3505320939,00
3505320939,12
3505320948,00
3505320975,02
3505320993,04
3505320993,05
3505321016,09
3505321025,02
3505321061,06
3505321070,13
3505321105,09
3505321114,13
3505321123,10
3505330015,03
3505330015,06
3505330060,12
3505330088,09
3505330097,00
3505330097,04
3505330122,02
3505330140,02
3505330159,14
3505330168,01
3505330211,09
3505330220,09
3505330239,11
3505330248,01
3505330257,01
3505330275,00
3505330275,01
3505330275,13
3505330284,03
3505330284,07
3505330293,00
3505330293,12
3505330293,14
3505330300,09
3505330328,01
3505330328,02
3505330337,02
3505330373,02
3505330391,03
3505330391,08
3505330408,00
3505330408,04
3505330417,06
3505330435,02
3505330444,06
3505330453,00
3505330462,02
3505330499,02
3505340039,02
3505340039,06
3505340093,02
3505340146,02
3505340226,04
3505340333,00
3505340342,00
3505340342,01
3505340404,06
3505340440,10
3505340557,03
3505340575,14
3505340593,02
3505340619,09
3505340628,10
3505340646,00
3505340646,11
3505340655,05
3505340664,00
3505340682,01
3505340726,06
3505340744,11
3505340780,14
3505340799,03
3505340799,15
3505340806,12
3505340833,00
3505340842,02
3505350017,03
3505350017,04
3505350017,05
3505350017,81
3505350035,09
3505350062,00
3505350080,10
3505350106,14
3505350115,03
3505350115,08
3505350142,00
3505350142,07
3505350179,13
3505350188,02
3505350204,04
3505350213,01
3505350222,14
3505350231,12
3505350268,10
3505350302,04
3505350320,02
3505350357,06
3505350366,01
3505350366,04
3505350375,11
3505350384,11
3505350393,00
3505350400,03
3505350400,08
3505350428,01
3505350446,01
3505350446,02
3505350455,02
3505350473,03
3505350482,02
3505350526,10
3505350562,03
3505350571,12
3505350571,14
3505350615,00
3505350624,01
3505350633,13
3505350651,02
3505350660,02
3505350679,09
3505350688,06
3505350697,02
3505350704,01
3505350704,13
3505350722,02
3505350731,01
3505350759,04
3505350768,06
3505350777,00
3505350795,02
3505370037,04
3505370046,00
3505370055,09
3505370064,02
3505370073,10
3505370091,01
3505370108,04
3505370117,02
3505370117,05
3505370126,02
3505370153,11
3505370162,09
3505370180,09
3505370199,09
3505370206,01
3505370206,14
3505370215,11
3505370224,09
3505370233,00
3505370233,04
3505370233,13
3505370242,14
3505370251,01
3505370260,01
3505370279,02
