醫事機構代碼,診療科別
3539161766,02
3539161775,06
3539170210,01
3539170238,00
3539170274,01
3539171351,00
3539181562,00
3539181802,00
3539181839,03
3539181839,06
3539181866,02
3539181866,04
3539181893,00
3539190356,00
3539190427,01
3539190472,00
3539191862,00
3539192118,00
3539192118,06
3539192127,00
3539200179,01
3539201229,01
3539201238,10
3539201256,00
3539201292,00
3540010074,00
3540010074,03
3540010118,02
3540010118,04
3540010127,03
3540010127,05
3540010136,05
3540010243,09
3540010252,02
3540010261,10
3540010270,02
3540010289,01
3540010289,05
3540010332,01
3540010332,04
3540010369,02
3540010396,09
3540011437,00
3540011464,00
3540011473,00
3540011535,12
3540011599,02
3540011599,06
3540011624,09
3540011633,01
3540011679,10
3540011697,02
3540011704,10
3540011713,05
3540011768,01
3540011777,10
3540020025,01
3540020061,03
3540020061,05
3540020132,00
3540021273,00
3540021344,01
3540021353,04
3540021362,00
3540030094,00
3540030110,00
3540030236,00
3540031260,02
3540031297,10
3540031313,00
3540031338,00
3540031340,01
3540031359,01
3540031368,02
3540031377,02
3540031386,09
3540040036,01
3540040143,01
3540040143,04
3540040161,01
3540040161,03
3540040189,00
3540040205,01
3540040205,02
3540040287,09
3540040303,09
3540040321,10
3540040376,00
3540040401,12
3540041480,02
3540041524,00
3540041542,00
3540041560,10
3540041579,02
3540041579,03
3540041579,06
3540041640,00
3540041659,05
3540041668,00
3540041677,11
3540041686,01
3540041695,03
3540041720,01
3540041748,00
3540041766,09
3540041775,01
3540041784,02
3540041800,09
3540041819,13
3540041837,10
3540041855,01
3540041855,02
3540041855,14
3540041864,02
3540050050,00
3540050078,01
3540051119,05
3540060074,02
3540060172,00
3540060190,03
3540060190,06
3540060207,04
3540061240,00
3540061259,10
3540061277,02
3540061286,00
3540061295,09
3540061320,01
3540061339,04
3540070043,00
3540070114,00
3540081064,00
3540081073,00
3540081135,00
3540090081,00
3540091159,00
3540091168,00
3540091202,01
3540100019,02
3540100019,04
3540100055,00
3540100064,00
3540110033,01
3540110033,09
3540110042,00
3540110104,00
3540111138,05
3540111147,02
3540111263,00
3540111290,01
3540111307,00
3540111316,00
3540111325,00
3540111343,14
3540111352,01
3540111361,02
3540120119,02
3540120119,04
3540120155,01
3540120191,00
3540120217,03
3540120217,06
3540121269,01
3540121278,00
3540121303,04
3540121312,01
3540121321,02
3540121330,00
3540121349,01
3540130259,02
3540130277,01
3540130295,01
3540131327,09
3540131390,04
3540131407,01
3540131498,01
3540131505,00
3540131541,01
3540131550,02
3540131569,00
3540140022,00
3540140120,00
3540140139,00
3540140166,00
3540141181,01
3540141181,02
3540141190,10
3540141207,00
3540141216,01
3540141225,00
3540141243,02
3540141252,02
3540150028,04
3540150037,01
3540150037,02
3540151123,00
3540151196,01
3540161067,00
3540181050,01
3541010032,02
3541010032,04
3541010050,02
3541010050,12
3541010078,04
3541010078,06
3541010096,02
3541010096,04
3541010103,00
3541010121,10
3541010158,09
3541010194,02
3541010194,04
3541010247,00
3541010309,03
3541010318,02
3541010318,04
3541010327,01
3541010327,05
3541010354,05
3541010363,00
3541010390,05
3541010416,05
3541010470,08
3541010514,02
3541010523,09
3541010541,04
3541010550,04
3541010621,00
3541010649,05
3541010658,10
3541010667,04
3541010676,09
3541010685,13
3541010694,01
3541010694,02
3541010701,10
3541010738,01
3541010756,04
3541010809,01
3541010818,06
3541010827,11
3541010863,01
3541010916,01
3541010943,11
3541010952,10
3541010989,00
3541012009,02
3541012063,04
3541012116,03
3541012152,09
3541012161,14
3541012189,04
3541012214,13
3541012241,02
3541012269,01
3541012269,04
3541012278,02
3541012301,10
3541012312,00
3541012321,05
3541020074,00
3541020092,01
3541020092,04
3541020109,00
3541020118,00
3541020305,01
3541022434,06
3541022452,12
3541030016,00
3541030025,00
3541030043,00
3541030052,02
3541030052,04
3541030061,00
3541030070,00
3541030098,00
3541030098,02
3541030114,00
3541030258,00
3541031282,02
3541040058,01
3541040101,00
3541040227,04
3541040236,00
3541040290,00
3541040307,04
3541041368,09
3541041377,10
3541041386,05
3541041395,00
3541041402,11
3541041439,04
3541041448,09
3541041457,05
3541041475,03
3541041475,06
3541041493,04
3541041500,02
3541041519,14
3541041537,05
3541050018,02
3541050018,04
3541050045,02
3541050045,04
3541050081,03
3541050081,05
3541050090,05
3541050107,05
3541050214,00
3541050241,10
3541050312,04
3541050321,10
3541050330,09
3541050349,04
3541050376,02
3541050438,00
3541050456,10
3541050465,04
3541050527,03
3541050527,06
3541050536,10
3541050563,00
3541050572,02
3541050581,00
3541051640,11
3541051659,11
3541051668,09
3541051677,04
3541051695,05
3541051757,06
3541051766,02
3541060229,00
3541060247,00
3541060256,01
3541060274,09
3541060407,02
3541060470,01
3541060505,06
3541060514,06
3541060523,02
3541060523,03
3541060523,08
3541060523,13
3541060550,01
3541061619,05
3541061637,01
3541061673,10
3541061682,04
3541061691,04
3541061735,04
3541061744,06
3541070127,00
3541070181,05
3541070216,09
3541070225,00
3541070234,02
3541070252,10
3541070261,01
3541070261,05
3541070289,04
3541071295,01
3541071295,04
3541071295,09
3541071311,02
3541071348,01
3541071348,09
3541071357,02
3541071366,11
3541071375,06
3541080061,01
3541080061,02
3541080178,00
3541080196,00
3541081200,00
3541081219,01
3541081273,02
3541090101,01
3541091135,00
3541100022,00
3541100086,03
3541100255,00
3541101298,01
3541110019,00
3541110082,01
3541120033,02
3541120033,04
3541120079,00
3541121129,01
3541130048,00
3541130084,00
3541130093,00
3541130119,00
3541130128,05
3541131189,09
3541131232,00
3541131241,02
3541131250,00
3541140044,03
3541140106,00
3541140115,00
3541160037,00
3541160073,01
3541160082,02
3541161114,00
3541170033,01
3541181170,00
3541190035,00
3541200090,00
3541200125,06
3541200134,00
3541200205,10
3541200214,04
3541200223,00
3541200232,00
3541201300,04
3541201300,05
3541201319,04
3541201328,01
3541210149,00
3541210229,00
3541210256,00
3541211271,00
3541211299,05
3541220109,01
3541230169,00
3541230196,00
3541230203,10
3541231255,00
3541241135,05
3541250018,00
3541260032,01
3541270181,00
3541270216,06
3541270234,00
3541270314,01
3541270314,03
3541270341,09
3541270378,10
3541270476,05
3541270485,00
3541270501,09
3541271553,01
3541271562,04
3541271571,00
3541271580,02
3541271624,14
3541271651,01
3541271697,03
3541271697,06
3541271704,02
3541271713,09
3541271731,02
3541280052,01
3541280052,06
3541280123,00
3541280169,01
3541280178,02
3541280196,10
3541280203,09
3541280258,00
3541280301,02
3541280310,03
3541280310,06
3541280356,01
3541280365,14
3541280427,10
3541280454,04
3541280472,06
3541280507,01
3541281577,00
3541281602,04
3541281602,09
3541281611,03
3541281611,06
3541281666,11
3541281675,09
3541281684,11
3541281693,01
3541290147,00
3541290165,02
3541291171,01
3541291180,09
3541291199,00
3541291199,06
3541291215,10
3541291224,04
3541310046,00
3541310144,02
3541310144,11
3541310162,01
3541310162,02
3541310368,04
3541310377,09
3541310386,00
3541310448,01
3541310635,11
3541310671,05
3541310680,00
3541310715,04
3541310733,01
3541310742,04
3541310788,00
3541310788,01
3541310797,00
3541310813,04
3541310822,05
3541310868,10
3541310902,09
3541310939,10
3541310948,02
3541310957,03
3541310957,06
3541311061,05
3541311070,02
3541311070,82
3541311098,09
3541311105,04
3541311123,04
3541311196,02
3541311203,00
3541311249,02
3541311301,00
3541311310,14
3541312415,02
3541312424,09
3541312488,02
3541312497,04
3541312497,09
3541312531,03
3541312531,06
3541312559,04
3541312568,03
3541312568,06
3541312577,00
3541312586,00
3541312620,01
3541312657,05
3541312684,09
3541312693,11
3541312728,05
3541312755,01
3541312808,09
3541312817,02
3541312835,04
3541312844,06
3541312844,13
3541312853,09
3541312862,02
3541312871,09
3541312899,01
3541312906,10
3541312915,00
3541312924,10
3541312942,05
3541312960,04
3541312988,02
3541312997,04
3541313010,01
3541313010,05
3541313029,01
3541313046,04
3541313065,10
3541313083,10
3541313109,14
3541313145,03
3541313145,06
3541313172,09
3542010036,02
3542010036,04
3542010054,02
3542010054,04
3542010090,09
3542010367,02
3542010367,04
3542010465,02
3542010465,11
3542010563,02
3542010563,04
3542010590,02
3542010590,13
3542010652,00
3542010698,04
3542010723,04
3542010769,05
3542010956,13
3542011006,02
3542011033,00
3542011042,10
3542011097,00
3542011104,00
3542011113,02
3542011131,03
3542011202,04
3542011211,00
3542011211,01
3542011293,04
3542011328,00
3542011364,04
3542011382,00
3542011417,12
3542011471,04
3542011471,09
3542011506,01
3542011551,01
3542011631,11
3542011677,06
3542011686,01
3542011766,00
3542011775,05
3542011800,00
3542011819,14
3542011828,00
3542011864,00
3542011873,11
3542011882,00
3542011882,03
3542011908,02
3542011917,09
3542011926,10
3542011935,09
3542011953,01
3542011962,01
3542012021,09
3542012030,00
3542012030,14
3542012049,03
3542012067,09
3542012076,04
3542012085,11
3542012094,00
3542012101,00
3542012129,12
3542012165,03
3542012165,06
3542012263,09
3542012290,11
3542012307,01
3542012334,04
3542012352,00
3542012398,11
3542012441,00
3542012469,00
3542013484,00
3542013582,02
3542013582,06
3542013608,05
3542013635,00
3542013662,00
3542013671,05
3542013751,04
3542013751,09
3542013886,00
3542013920,03
3542013920,06
3542013984,09
3542014016,02
3542014016,03
3542014016,06
3542014025,03
3542014025,06
3542014098,01
3542014098,02
3542014098,04
3542014105,03
3542014105,06
3542014114,01
3542014132,05
3542014187,03
3542014187,06
3542014221,04
3542014221,09
3542014230,00
3542014329,00
3542014356,06
3542014356,14
3542014392,02
3542014445,01
3542014445,02
3542014463,02
3542014507,03
3542014507,06
3542014525,02
3542014552,02
3542014561,06
3542014605,10
3542014623,02
3542014687,01
3542014776,13
3542014785,00
3542014838,00
3542014856,09
3542014927,09
3542014954,00
3542014972,10
3542015004,02
3542015031,11
3542015086,10
3542020013,00
3542020069,00
3542020103,00
3542020130,01
3542020130,09
3542020201,02
3542020201,04
3542020210,02
3542020210,04
3542020309,01
3542020309,04
3542020363,05
3542020416,10
3542020425,10
3542020434,00
3542020461,00
3542020498,00
3542020532,02
3542020541,00
3542020550,09
3542020596,00
3542020630,00
3542020649,00
3542020676,01
3542020676,03
3542020738,00
3542020756,00
3542020792,01
3542020792,02
3542020809,10
3542020872,05
3542021977,00
3542021986,06
3542022054,04
3542022072,11
3542022090,03
3542022090,08
3542022107,10
3542022143,02
3542022170,00
3542022205,00
3542022214,00
3542022223,02
3542022250,04
3542022269,02
3542022296,11
3542022303,00
3542022321,00
3542030038,01
3542030207,10
3542030332,11
3542030403,00
3542030476,00
3542030494,00
3542030547,05
3542030556,01
3542031606,01
3542031615,02
3542031633,00
3542031642,10
3542031704,04
3542031722,01
3542031722,02
3542031731,04
3542031740,09
3542031795,00
3542031820,00
3542040089,00
3542040169,01
3542040178,01
3542040178,02
3542040187,01
3542040187,05
3542050343,00
3542050361,00
3542050496,00
3542050521,00
3542050558,00
3542050576,10
3542050638,00
3542050656,06
3542050781,03
3542050781,05
3542051804,09
3542051859,10
3542051911,00
3542051920,01
3542051948,09
3542051975,00
3542052034,00
3542052043,00
3542060125,01
3542060125,03
3542060134,03
3542060189,02
3542060189,04
3542060349,01
3542060401,09
3542060474,00
3542060509,10
3542060698,00
3542060714,02
3542060769,00
3542060830,02
3542061917,00
3542061944,02
3542061953,00
3542062030,03
3542062030,06
3542062058,11
3542062067,05
3542062067,10
3542062085,10
3542062094,02
3542062094,04
3542062147,01
3542062147,09
3542062156,00
3542062192,00
3542062227,01
3542062279,02
3542062290,00
3542062307,09
3542070023,01
3542070069,00
3542070149,01
3542070167,00
3542070210,00
3542070229,00
3542071280,00
3542071315,00
3542071342,00
3542071351,00
3542080047,02
3542080047,04
3542080083,00
3542080109,00
3542080118,00
3542080163,00
3542080190,00
3542081231,03
3542081231,04
3542081311,01
3542081339,00
3542081348,04
3542081412,05
3542081421,00
3542081437,02
3542081464,01
3542090052,02
3542090052,04
3542090061,01
3542090089,02
3542090132,00
3542090150,01
3542090203,00
3542090276,00
3542090329,04
3542091433,01
3542091522,10
3542091540,00
3542091568,00
3542091586,00
3542091595,00
3542100053,02
3542100053,04
3542100062,00
3542100124,00
3542101185,01
3542110200,01
3542110200,10
3542110326,00
3542111369,00
3542111378,00
3542111387,01
3542111396,09
3542111396,15
3542120126,00
3542120126,01
3542121249,00
3542121345,02
3542121356,06
3542140039,00
3542140173,00
3542141385,10
3542141456,01
3542141465,04
3542150197,05
3542150204,00
3542150231,10
3542150320,00
3542150348,00
3542151452,06
3542151498,02
3542151498,04
3542151514,04
3542151532,01
3542151569,00
3542151569,13
3542151587,02
3542151596,04
3542151658,01
3542151667,10
3542151676,01
3542160040,00
3542160175,00
3542160184,01
3542160184,09
3542160200,00
3542160228,00
3542160264,02
3542161430,06
3542161449,00
3542170037,01
3542170233,01
3542170251,00
3542170288,00
3542171329,04
3542171338,00
3542171365,09
3542171374,01
3542171383,02
3542180015,03
3542180015,05
3542181049,00
3542190066,00
3542190093,00
3542191125,00
3542191134,00
3542200085,02
3542200218,00
3542200254,00
3542200272,03
3542200281,00
3542200307,00
3542200423,10
3542201466,01
3542211257,22
3542241059,09
3543010058,00
3543010085,00
3543010147,00
3543010281,05
3543010343,01
3543010343,05
3543010361,10
3543010567,02
3543010567,04
3543010736,02
3543010736,04
3543010745,00
3543010745,03
3543010754,00
3543010772,02
3543010772,04
3543010772,12
3543011028,11
3543011064,10
3543011073,00
3543011108,00
3543011108,09
3543011135,00
3543011224,00
3543011233,00
3543011279,10
3543011297,00
3543011297,01
3543011340,00
3543011411,03
3543011411,08
3543011420,00
3543011448,00
3543011466,10
3543011500,09
3543011519,05
3543011537,09
3543011555,09
3543011617,00
3543011662,10
3543011671,01
3543011671,02
3543011779,02
3543011797,00
3543011813,01
3543011831,03
3543011831,06
3543011840,00
3543011877,10
3543011886,10
3543011895,00
3543011911,01
3543011911,04
3543011920,09
3543011948,04
3543011957,10
3543011975,01
3543011975,09
3543011984,00
3543012016,01
3543012034,00
3543013068,13
3543013077,01
3543013095,00
3543013139,09
3543013148,00
3543013255,01
3543013273,00
3543013291,01
3543013291,05
3543013344,09
3543013399,04
3543013406,05
3543013415,04
3543013479,05
3543013568,01
3543013577,04
3543013595,10
3543013595,11
3543013639,06
3543013746,02
3543013755,11
3543013808,06
3543013826,02
3543013862,02
3543013871,00
3543013899,00
3543013899,05
3543013899,12
3543013915,05
3543013924,08
3543013951,11
3543013960,13
3543013979,02
3543014010,09
3543014037,02
3543014047,01
3543014065,02
3543014074,00
3543014127,00
3543014136,02
3543014145,02
3543014172,00
3543014190,02
3543014190,08
3543014190,12
3543014216,01
3543014216,15
3543014225,13
3543014252,00
3543014261,09
3543014289,05
3543014298,00
3543014314,06
3543014332,00
3543014341,14
3543014350,02
3543014378,10
3543014387,04
3543014387,09
3543014396,02
3543014403,04
3543014421,09
3543014476,04
3543014485,02
3543014494,09
3543014547,14
3543014556,05
3543014565,00
3543014565,04
3543014592,03
3543014592,08
3543014636,10
3543014645,01
3543014645,13
3543014654,02
3543014663,06
3543014663,12
3543014690,12
3543014707,02
3543014716,11
3543014743,02
3543014770,10
3543014789,00
3543014798,04
3543014805,02
3543014814,06
3543014823,02
3543014841,05
3543014850,02
3543014869,08
3543014878,03
3543014896,12
3543014903,05
3543014912,05
3543014921,13
3543020090,10
3543020189,02
3543020189,04
3543020438,01
3543020483,10
3543020509,00
3543020518,00
3543020545,00
3543020607,09
3543020616,02
3543020634,05
3543020661,00
3543020689,11
3543021800,09
3543021819,03
3543021819,06
3543021828,00
3543021837,02
3543021846,02
3543021855,10
3543021882,00
3543021882,03
3543021891,02
3543021908,04
3543021908,11
3543021935,01
3543021962,09
3543021980,14
3543022003,01
3543022049,01
3543022058,01
3543022058,02
3543022094,00
3543022110,02
3543022129,00
3543022138,00
3543022147,04
3543022147,05
3543022156,01
3543022156,02
3543022174,13
3543022183,03
3543022183,04
3543022183,06
3543022209,03
3543022218,02
3543022227,00
3543022227,14
3543022236,04
3543022254,13
3543022263,02
3543022272,02
3543022290,10
3543022307,00
3543022307,09
3543022316,05
3543030121,02
3543030121,04
3543030210,01
3543030210,02
3543030229,10
3543030265,00
3543030274,09
3543030283,09
3543030309,00
3543030345,10
3543030381,11
3543031440,05
3543031459,09
3543031468,00
3543031520,04
3543031539,00
3543031548,08
3543031566,00
3543031575,12
3543031584,10
3543031593,02
3543031600,01
3543031600,02
3543031600,05
3543031619,02
3543031619,09
3543031628,04
3543031646,09
3543031682,06
3543031691,00
3543031708,13
3543031726,03
3543040092,03
3543040136,00
3543041231,10
3543041259,03
3543041295,09
3543041302,04
3543050098,02
3543050105,00
3543050150,00
3543051291,00
3543051308,00
3543051335,00
3543051344,01
3543051344,04
3543051362,01
3543051460,04
3543051460,06
3543051479,00
3543051497,02
3543051504,00
3543051513,11
3543051522,02
3543051531,00
3543051531,10
3543051540,13
3543060101,00
3543060110,00
3543060129,00
3543061162,00
3543061199,00
3543061199,01
3543061206,00
3543061206,06
3543061215,02
3543071104,01
3543071122,00
3543080087,00
3543080096,00
3543080103,00
3543081128,01
3543081146,02
3543090038,00
3543090092,00
3543090127,10
3543091151,00
3543091204,09
3543091213,13
3543091222,00
3543091222,12
3543091222,13
3543091259,00
3543091259,02
3543091259,12
3543091268,03
3543091268,06
3543091277,06
3543091286,02
3543091295,03
3543091302,02
3543091311,11
3543100057,00
3543101134,00
3543101143,00
3543101152,00
3543101170,02
3543101214,00
3543110099,00
3543110142,00
3543110188,00
3543110197,01
3543110204,00
3543110222,00
3543111309,06
3543111318,01
3543111327,12
3543111336,02
3543111345,02
3543111354,10
3543120095,00
3543121190,01
3543121216,00
3543121225,00
3543130019,00
3543130037,00
3543130126,01
3543130162,01
3543130171,00
3543130206,00
3543130242,00
3543130279,10
3543130340,10
3543130359,00
3543130377,02
3543130386,00
3543130420,00
3543130420,02
3543131525,09
3543131552,09
3543131570,02
3543131614,01
3543131614,11
3543131623,01
3543131632,00
3543131641,06
3543131650,00
3543131669,00
3543141147,02
3543151116,01
3543151134,00
3543160071,02
3543160071,04
3543160106,01
3543160204,10
3543160222,02
3543160222,04
3543160231,04
3543170059,00
3543170095,00
3543171378,01
3543171387,00
3543181105,01
3543181132,01
3543190088,10
3543190104,00
3543190122,00
3543190177,01
3543190195,00
3543191263,01
3543191272,02
3543200098,00
3543201120,00
3543201139,00
3543210067,00
3543211073,00
3543211082,00
3543211091,01
3543221131,01
3543221159,01
3543221168,01
3543221177,00
3543231075,02
3543240538,00
3543250025,00
3543261064,01
3543280014,01
3543281048,00
3543281075,01
3543281075,03
3543281100,02
3543281146,00
3543281182,02
3543281191,00
3543281191,02
3543281208,01
3543281208,14
3543290510,01
3543300011,00
3543300011,01
3543301081,00
3543310035,00
3543310053,01
3543310053,04
3543311069,00
3543311103,00
3543311112,00
3544010114,00
3544010221,05
3544010285,01
3544010301,04
3544010310,10
3544010329,01
3544010329,02
3544010338,05
3544010347,01
3544010436,02
3544010445,00
3544011479,14
3544011488,01
3544011513,01
3544011513,05
3544011522,01
3544011522,03
3544011531,01
3544011540,00
3544011559,04
3544011577,06
3544011602,01
3544011602,09
3544011611,14
3544011620,02
3544011639,09
3544011648,11
3544011657,01
3544011666,10
3544011675,13
3544011700,02
3544011719,09
3544011737,01
3544011737,03
3544011746,01
3544011755,03
3544011755,08
3544011764,03
3544011782,00
3544011791,03
3544011791,06
3544011808,14
3544011817,02
3544011826,02
3544011835,10
3544011844,04
3544021046,01
3544021091,04
3544031079,02
3544040032,00
3544041084,02
3545010008,00
3545010011,00
3545010011,13
3545010298,02
3545010298,04
3545010323,00
3545010341,00
3545010350,04
3545010378,00
3545010421,01
3545010421,03
3545010467,05
3545010501,05
3545010547,04
3545010583,10
3545010663,01
3545010681,09
3545010707,04
3545010798,10
3545010805,09
3545010814,02
3545010823,04
3545010878,10
3545010903,02
3545010949,00
3545010976,05
3545011053,00
3545011071,10
3545011080,04
3545011080,05
3545011106,10
3545011124,09
3545011142,02
3545011142,05
3545011142,11
3545011142,14
3545011188,00
3545011197,04
3545011222,00
3545011231,01
3545011231,02
3545011231,03
3545011231,06
3545011231,14
3545011259,05
3545012283,11
3545012309,02
3545012318,05
3545012327,00
3545012327,09
3545012336,02
3545012354,09
3545012363,10
3545012372,00
3545012372,14
3545012381,00
3545012390,02
3545012416,08
3545012434,09
3545012443,05
3545012452,11
3545012470,04
3545012498,01
3545012514,02
3545012523,00
3545012532,00
3545012578,04
3545012612,02
3545012621,01
3545012621,03
3545012649,03
3545012658,00
3545012667,06
3545012710,00
3545012729,06
3545012738,00
3545012747,13
3545012756,09
3545012765,14
3545012774,05
3545012783,13
3545012792,09
3545012809,14
3545012827,04
3545012836,00
3545012845,01
3545012845,03
3545012854,07
3545012863,01
3545012863,16
3545012890,02
3545012907,13
3545020070,00
3545021157,02
3545021166,01
3545021175,01
3545021184,00
3545030101,09
3545031199,10
3545031224,00
3545031224,04
3545031233,00
3545031251,02
3545031260,00
3545031260,04
3545031279,00
3545040090,00
3545041140,01
3545050149,02
3545050149,04
3545050345,00
3545050372,09
3545050381,01
3545050381,02
3545051404,00
3545051413,01
3545051431,01
3545051431,04
3545051431,09
3545051431,13
3545051468,01
3545051495,06
3545051502,09
3545051511,04
3545051548,04
3545051557,00
3545051566,13
3545051575,00
3545051584,02
3545051593,06
3545051600,10
3545051619,00
3545051637,00
3545051655,04
3545051664,00
3545060074,00
3545060118,00
3545061151,01
3545061151,04
3545061197,03
3545070043,00
3545070070,01
3545070070,05
3545070105,00
3545070105,01
3545090036,00
3545090063,00
3545090107,00
3545091131,00
3545110560,01
3545110604,00
3545110640,01
3545110659,00
3545110784,00
3545110837,01
3545110846,01
3545120520,00
3545130526,00
3545130562,03
3546010194,03
3546010229,03
3546010229,05
3546010238,00
3546010238,01
3546010238,03
3546010247,03
3546010292,10
3546010327,09
3546010345,01
3546010345,09
3546010407,02
3546010416,02
3546010434,10
3546010443,00
3546010452,05
3546010498,09
3546010514,03
3546010514,05
3546010667,10
3546010676,02
3546010710,03
3546010729,00
3546010765,02
3546010774,04
3546010783,11
3546010818,00
3546010827,02
3546010845,05
3546011977,01
3546012018,03
3546012018,06
3546012072,02
3546012072,04
3546012134,01
3546012134,05
3546012232,03
3546012232,06
3546012241,02
3546012250,11
3546012269,02
3546012287,02
3546012296,02
3546012303,10
3546012349,05
3546012358,09
3546012367,03
3546012367,06
3546012376,04
3546012385,04
3546012394,03
3546012410,11
3546012429,13
3546012438,13
3546012456,06
3546012456,14
3546012465,01
3546012465,06
3546012474,01
3546012474,12
3546012492,02
3546012509,09
3546012527,11
3546012536,09
3546012545,01
3546020056,01
3546020065,00
3546021142,01
3546021179,01
3546021231,01
3546030105,00
3546030114,00
3546031157,00
3546031166,02
3546031166,03
3546040138,01
3546041171,00
3546041180,02
3546041180,04
3546051168,05
3546061191,02
3546061191,03
3546061208,01
3546061208,05
3546061226,01
3546061235,04
3546071062,02
3546071071,00
3546071071,01
3546071071,12
3546081228,05
3546081246,00
3546090030,01
3546090030,03
3546090049,00
3546100139,01
3546101172,00
3546101190,01
3546110519,00
3546110528,00
3590010033,00
3590010060,09
3590011101,04
3590011110,01
3590011110,05
3590011147,10
3590011192,11
3590011209,01
3590011209,04
3590011218,01
3590011218,02
3590011236,00
3590011272,04
3590011281,01
3590011281,02
3590011316,03
3590011316,04
3590011316,06
3590011352,00
3590011370,03
3590011370,06
3590011405,02
3590011450,00
3590011450,13
3590011478,11
3590011487,01
3590011487,86
3590011496,10
3590011503,00
3590021063,06
3590030526,04
3590030599,00
3590030615,00
3590030615,12
3590030624,00
3590030624,13
3590040013,01
3590040013,04
3590040068,02
3590040102,00
3590050046,01
3701010034,40
3701010043,40
3701010061,40
3701010105,40
3701010114,40
3701010169,40
3701010178,40
3701010196,40
3701010203,40
3701010212,40
3701010230,40
3701010294,40
3701010374,40
3701010383,40
3701010436,40
3701010472,40
3701010534,40
3701010543,40
3701010605,40
3701010776,40
3701010810,40
3701010829,40
3701010945,40
3701010963,40
3701010990,40
3701011013,40
3701011022,40
3701011068,40
3701011086,40
3701011139,40
3701011157,40
3701011184,40
3701011228,40
3701011273,40
3701011308,40
3701011317,40
3701011371,40
3701011399,40
3701011479,40
3701011522,40
3701011666,40
3701011693,40
3701011728,40
3701011764,40
3701011773,40
3701011791,40
3701011808,40
3701011817,40
3701011835,40
3701011862,40
3701011899,40
3701011915,40
3701011924,40
3701011933,40
3701011951,40
3701011979,40
3701011988,40
3701011997,40
3701012001,40
3701012038,40
3701012065,40
3701013142,40
3701013151,40
3701013188,40
3701013240,40
3701013268,40
3701013320,40
3701013348,40
3701013419,40
3701013428,40
3701013473,40
3701013491,40
3701013508,40
3701013517,40
3701013526,40
3701013562,40
3701013580,40
3701013599,40
3701013606,40
3701013624,40
3701013660,40
3701013679,40
3701013731,40
3701013740,40
3701013759,40
3701013777,40
3701013802,40
3701013811,40
3701013820,40
3701013848,40
3701013875,40
3701013955,40
3701013964,40
3701013973,40
3701013982,40
3701014005,40
3701014050,40
3701014078,40
3701014087,40
3701014112,40
3701014130,40
3701014158,40
3701014185,40
3701014210,40
3701014229,40
3701014238,40
3701014247,40
3701014256,40
3701014265,40
3701014274,40
3701014292,40
3701014309,40
3701014318,40
3701014327,40
3701014336,40
3701014345,40
3701014363,40
3701014372,40
3701014381,40
3701014390,40
3701014407,40
3701014416,40
3701020058,40
3701020067,40
3701020094,40
3701020110,40
3701020138,40
3701020156,40
3701020209,40
3701020316,40
3701020343,40
3701020405,40
3701020503,40
3701020576,40
3701020585,40
3701020610,40
3701020638,40
3701020674,40
3701020709,40
3701020727,40
3701020736,40
3701020790,40
3701020843,40
3701020987,40
3701020996,40
3701021046,40
3701021055,40
3701021108,40
3701021162,40
3701021206,40
3701021215,40
3701021251,40
3701021279,40
3701021340,40
3701021359,40
3701021411,40
3701021484,40
3701021500,40
3701021519,40
3701021582,40
3701021617,40
3701021706,40
3701021715,40
3701021840,40
3701021868,40
3701021911,40
3701022052,40
3701022105,40
3701022178,40
3701022203,40
3701022221,40
3701022249,40
3701022276,40
3701022294,40
3701022310,40
3701022329,40
3701022338,40
3701022392,40
3701022409,40
3701022427,40
3701022481,40
3701022507,40
3701022589,40
3701022641,40
3701022678,40
3701022749,40
3701022785,40
3701022810,40
3701022883,40
3701022936,40
3701022945,40
3701023004,40
3701023013,40
3701023031,40
3701023111,40
3701023120,40
3701023166,40
3701023193,40
3701023353,40
3701023433,40
3701023568,40
3701023577,40
3701023648,40
3701023657,40
3701023693,40
3701023700,40
3701023746,40
3701023755,40
3701023782,40
3701023808,40
3701023844,40
3701023915,40
3701023924,40
3701023933,40
3701024001,40
3701024047,40
3701024154,40
3701024190,40
3701024243,40
3701024270,40
3701024314,40
3701024396,40
3701024412,40
3701024421,40
3701024476,40
3701024510,40
3701025679,40
3701025688,40
3701025697,40
3701025722,40
3701025768,40
3701025848,40
3701025866,40
3701025946,40
3701025982,40
3701025991,40
3701026014,40
3701026096,40
3701026112,40
3701026130,40
3701026167,40
3701026194,40
3701026247,40
3701026283,40
3701026292,40
3701026309,40
3701026318,40
3701026327,40
3701026336,40
3701026354,40
3701026381,40
3701026416,40
3701026443,40
3701026452,40
3701026461,40
3701026489,40
3701026523,40
3701026550,40
3701026578,40
3701026587,40
3701026612,40
3701026649,40
3701026676,40
3701026701,40
3701026729,40
3701026738,40
3701026756,40
3701026783,40
3701026809,40
3701026812,40
3701026845,40
3701026863,40
3701026872,40
3701026881,40
3701026916,40
3701026943,40
3701026961,40
3701027011,40
3701027100,40
3701027119,40
3701027128,40
3701027137,40
3701027191,40
3701027208,40
3701027235,40
3701027262,40
3701027271,40
3701027299,40
3701027306,40
3701027315,40
3701027342,40
3701027360,40
3701027388,40
3701027397,40
3701027459,40
3701027502,40
3701027520,40
3701027548,40
3701027575,40
3701027584,40
3701027593,40
3701027600,40
